PID,Lot Area,Lot Config,Neighborhood,Bldg Type,Year Built,Central Air,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,SalePrice
910203290,8263,Inside,IDOTRR,1Fam,1920,Y,1012,1,0,2,6,1,Gd,1,118400
910204090,8967,Corner,IDOTRR,1Fam,1920,Y,1077,1,0,2,6,0,,1,67000
910205130,13710,Inside,IDOTRR,1Fam,1950,Y,1558,1,1,4,6,0,,1,152000
910206010,11067,Corner,IDOTRR,1Fam,1939,Y,845,1,0,1,4,0,,1,68104
911103060,8250,Inside,IDOTRR,2fmCon,1895,N,1991,2,0,4,9,0,,0,119600
911128010,6565,Corner,IDOTRR,1Fam,1957,Y,1073,1,0,3,6,0,,2,140000
911128020,6060,Inside,IDOTRR,1Fam,1930,Y,1001,1,0,2,5,0,,1,124900
911370450,5568,Inside,Crawfor,TwnhsE,2006,Y,1625,2,0,2,5,1,Gd,2,375000
911370460,4750,Inside,Crawfor,TwnhsE,2006,Y,1625,2,0,2,5,1,Gd,2,235000
914452090,12150,CulDSac,Mitchel,1Fam,1979,Y,1299,2,0,2,5,1,Po,2,183500
914452120,7540,CulDSac,Mitchel,1Fam,1978,Y,912,1,0,2,5,1,TA,2,156000
914452190,9187,Corner,Mitchel,1Fam,1983,Y,1080,1,1,3,5,0,,2,134000
914460020,10000,Inside,Mitchel,1Fam,2002,Y,1392,2,0,3,6,1,Gd,3,215000
914460110,12864,CulDSac,Mitchel,1Fam,2002,Y,1409,1,1,1,4,1,Gd,2,245000
914476330,9928,CulDSac,Mitchel,1Fam,1991,Y,1478,2,0,3,6,1,TA,2,210000
914478020,8750,Inside,Mitchel,1Fam,1975,Y,918,1,0,3,4,0,,1,148000
914478100,8410,Corner,Mitchel,1Fam,1974,Y,1026,1,0,2,5,1,Po,2,143000
916226090,4054,Inside,Timber,TwnhsE,1987,Y,1501,2,0,2,5,2,TA,2,244000
916253320,9763,Inside,GrnHill,TwnhsE,1998,Y,1502,1,1,1,5,1,TA,1,330000
916326040,16905,Inside,Timber,1Fam,1959,Y,1328,1,1,2,5,2,Gd,1,170000
916326090,19958,Inside,Timber,1Fam,1958,Y,2279,2,1,4,7,1,Gd,2,257000
916384050,8368,Inside,Timber,1Fam,2006,Y,1689,2,0,3,7,0,,2,231713
916384070,8298,Inside,Timber,1Fam,2006,Y,1564,2,0,2,6,1,Gd,2,267300
916384080,9037,Inside,Timber,1Fam,2006,Y,1484,2,0,2,6,1,Gd,2,265900
916384150,10991,Inside,Timber,1Fam,2007,Y,1571,2,0,3,7,1,Gd,3,239000
916386170,10656,Inside,Timber,1Fam,2006,Y,1646,2,0,3,6,1,Gd,3,248900
916403040,10331,CulDSac,Timber,1Fam,1985,Y,1240,2,0,3,6,0,,2,174000
916403290,13758,CulDSac,Timber,1Fam,1990,Y,1717,2,1,3,7,1,TA,2,187500
916455010,9303,Corner,Timber,1Fam,1996,Y,1756,2,1,3,7,0,,2,204000
916455050,6718,Inside,Timber,1Fam,2001,Y,1312,2,0,2,5,0,,2,180500
916455110,9590,Corner,Timber,1Fam,2003,Y,1146,2,0,3,6,1,Gd,2,187500
916455150,11305,Inside,Timber,1Fam,2002,Y,1922,2,0,2,6,1,Ex,3,282000
916460020,7777,Inside,Timber,1Fam,1996,Y,1491,2,0,3,7,1,TA,2,178000
916475020,14536,Inside,Timber,1Fam,2002,Y,1629,2,0,3,9,1,Gd,3,270000
916477060,11800,Inside,Timber,1Fam,2003,Y,2486,3,1,5,10,1,Gd,2,279900
917425190,35133,Inside,Timber,1Fam,1963,Y,1572,1,1,3,5,2,TA,3,186700
921126010,15306,Corner,Timber,1Fam,2006,Y,1776,2,0,3,7,1,Gd,3,283463
921128030,12633,Inside,Timber,1Fam,2006,Y,1824,2,0,3,8,1,Gd,3,392000
921205070,12665,Inside,Timber,1Fam,2005,Y,2482,2,1,4,9,1,Gd,3,281213
923202134,8402,Inside,Mitchel,1Fam,2007,Y,1120,1,0,3,6,0,,0,147000
923202220,43500,Inside,Mitchel,1Fam,1953,Y,2034,1,0,2,9,0,,4,130000
923203010,6710,FR3,Mitchel,TwnhsE,1996,Y,936,0,1,0,3,0,,2,140000
923204050,25286,Inside,Mitchel,1Fam,1963,Y,1040,1,0,3,5,0,,2,132250
923204140,25000,Inside,Mitchel,Duplex,1967,Y,1632,2,0,4,8,0,,2,143000
923205025,32463,Inside,Mitchel,2fmCon,1961,Y,1622,1,0,3,7,1,TA,4,168000
923225040,4224,Inside,MeadowV,TwnhsE,1976,Y,1060,1,0,3,6,1,TA,2,129900
923225050,4224,Inside,MeadowV,TwnhsE,1976,Y,1142,1,1,3,6,1,Po,2,134000
923226300,1504,Inside,MeadowV,Twnhs,1972,Y,1092,1,1,3,5,0,,1,85500
923228200,1533,Inside,MeadowV,Twnhs,1970,Y,992,1,0,2,4,0,,1,106500
923228220,1495,Inside,MeadowV,TwnhsE,1970,Y,1092,1,1,3,5,0,,0,93900
923228250,2001,Inside,MeadowV,Twnhs,1970,Y,1092,1,1,3,6,0,,1,75000
923228290,1936,Inside,MeadowV,Twnhs,1970,Y,630,1,0,1,3,0,,0,84500
923228390,1890,Inside,MeadowV,Twnhs,1976,Y,1092,1,1,3,6,0,,1,75190
923229010,11333,Corner,Mitchel,1Fam,1976,Y,1062,1,0,3,5,2,TA,2,146800
923229040,9129,Inside,Mitchel,1Fam,1977,Y,1008,1,0,1,4,1,Fa,2,153500
923229100,15957,Corner,Mitchel,1Fam,1977,Y,1356,2,0,3,6,1,TA,2,188000
923229140,33983,Inside,Mitchel,1Fam,1977,Y,1676,1,1,3,6,2,TA,2,196000
923230010,8286,Corner,Mitchel,1Fam,1977,Y,1432,1,1,3,6,1,Gd,2,157000
923230120,6723,Inside,Mitchel,1Fam,1971,Y,796,1,0,2,5,0,,0,138000
923230180,7244,Inside,Mitchel,1Fam,1970,Y,768,1,0,2,5,0,,2,129500
923251160,27697,Inside,Mitchel,1Fam,1961,N,1608,1,0,3,6,0,,1,80000
923252080,7599,Corner,Mitchel,1Fam,1982,Y,845,1,0,2,4,0,,2,129500
923275010,11000,Corner,Mitchel,1Fam,1976,Y,1178,1,1,3,6,0,,2,135000
923275200,8314,Corner,Mitchel,1Fam,1982,Y,816,1,0,2,5,0,,1,124500
923276180,11625,Inside,Mitchel,1Fam,1983,Y,816,1,0,2,4,0,,1,139000
923400150,10712,Inside,Mitchel,1Fam,1991,Y,974,1,0,3,5,0,,0,93500
923425030,10447,Inside,Mitchel,1Fam,1984,Y,887,1,0,3,5,0,,1,124500
526302030,11027,Inside,NAmes,1Fam,1954,Y,1293,2,0,2,5,0,,2,149900
526302040,10533,Inside,NAmes,1Fam,1956,Y,1024,1,0,2,5,2,TA,1,157500
526302120,11765,Corner,NAmes,1Fam,1957,Y,1797,1,1,3,7,1,TA,3,169000
526303060,39384,CulDSac,NAmes,1Fam,1957,Y,1390,1,1,1,4,2,Gd,2,252000
526354020,11727,Corner,NAmes,1Fam,1969,Y,1851,2,0,3,8,1,TA,2,192100
527105060,8238,Inside,Gilbert,1Fam,1997,Y,1525,2,1,3,6,1,TA,2,183500
527106010,13006,Corner,Gilbert,1Fam,1997,Y,2236,2,1,4,8,1,TA,2,222000
527107020,13041,Inside,Gilbert,1Fam,1995,Y,1671,2,1,3,7,1,TA,2,170000
527107030,13031,Corner,Gilbert,1Fam,1995,Y,1498,2,1,3,6,1,TA,2,187500
527107120,9783,Inside,Gilbert,1Fam,1996,Y,1776,2,1,3,7,1,TA,2,202000
527107240,11207,FR2,Gilbert,1Fam,1997,Y,1511,2,1,3,8,1,TA,2,185000
527108010,19378,Corner,Gilbert,1Fam,2005,Y,2462,2,1,4,9,1,Gd,2,320000
527108020,14859,CulDSac,Gilbert,1Fam,2006,Y,1670,2,0,3,7,1,Gd,3,240000
527108030,13128,CulDSac,Gilbert,1Fam,2005,Y,2064,2,1,4,7,1,Gd,2,250000
527108040,10463,CulDSac,Gilbert,1Fam,2005,Y,1801,2,1,3,8,1,Gd,3,239900
527108060,13751,CulDSac,Gilbert,1Fam,2005,Y,2212,2,1,3,9,1,Gd,3,309000
527108090,23257,CulDSac,Gilbert,1Fam,2006,Y,2021,2,1,3,9,1,Gd,2,274725
527146135,13108,Inside,StoneBr,1Fam,1994,Y,2687,2,1,4,9,0,,2,270000
527158020,8076,Inside,Gilbert,1Fam,1993,Y,1169,2,0,3,6,1,TA,2,183500
527163020,7685,Inside,Gilbert,1Fam,1993,Y,1501,2,1,3,6,1,TA,2,165600
527166030,9084,Inside,Gilbert,1Fam,1998,Y,1632,2,1,3,8,1,TA,2,176500
527182020,3701,Inside,StoneBr,TwnhsE,1987,Y,1204,2,0,2,5,0,,2,130000
527190050,5306,Inside,StoneBr,TwnhsE,1987,Y,1767,2,0,2,5,1,TA,2,239000
527190220,6563,CulDSac,StoneBr,1Fam,1985,Y,1742,2,0,2,5,1,TA,2,275000
527210030,16023,CulDSac,StoneBr,1Fam,2005,Y,2798,3,1,3,11,1,Gd,3,457347
527210040,18062,CulDSac,StoneBr,1Fam,2006,Y,3390,3,1,5,10,1,Ex,3,545224
527210050,12292,CulDSac,StoneBr,1Fam,2006,Y,2473,2,1,4,11,1,Gd,3,356383
527212030,16056,Inside,StoneBr,1Fam,2005,Y,2868,3,1,4,11,1,Gd,3,556581
527212040,12438,Inside,StoneBr,1Fam,2006,Y,2576,2,1,4,10,1,Gd,3,361919
527214060,16052,CulDSac,StoneBr,1Fam,2006,Y,2698,2,1,4,11,1,Gd,3,535000
527216010,15922,Corner,StoneBr,1Fam,2005,Y,2795,3,1,4,10,1,Gd,3,401179
527216050,13682,CulDSac,StoneBr,1Fam,2006,Y,2945,3,1,3,10,1,Gd,3,438780
527226010,14762,Corner,Gilbert,1Fam,1948,Y,2320,2,0,2,7,1,TA,2,169000
527250040,34650,Inside,Gilbert,2fmCon,1955,N,1056,1,0,3,5,0,,2,145000
527252090,8147,Inside,StoneBr,TwnhsE,2005,Y,1714,2,0,2,7,1,Gd,2,318000
527254070,11302,Inside,StoneBr,1Fam,2005,Y,1826,2,0,3,7,1,TA,3,319000
527256120,18261,Inside,StoneBr,1Fam,2005,Y,2000,2,1,3,8,2,Gd,3,470000
527301010,14145,Corner,NWAmes,1Fam,1984,Y,1621,2,0,3,8,0,,2,202500
527302080,13837,Corner,NWAmes,1Fam,1988,Y,2183,2,1,4,9,0,,3,229000
527325160,16659,Corner,NWAmes,1Fam,1977,Y,2263,2,1,3,9,1,TA,2,235000
527327080,18800,FR2,NWAmes,1Fam,1976,Y,1574,2,1,3,6,1,TA,2,190000
527328010,10464,FR3,NWAmes,1Fam,1980,Y,1102,1,0,2,5,1,TA,2,169000
527354040,10400,Inside,NWAmes,1Fam,1988,Y,1872,2,0,3,6,1,TA,2,241500
527355060,10530,Inside,NWAmes,1Fam,1978,Y,1857,2,1,4,8,1,TA,2,188900
527355280,10240,Inside,NWAmes,1Fam,1980,Y,1686,2,0,3,7,1,TA,2,207500
527356020,16692,Inside,NWAmes,1Fam,1978,Y,2784,3,1,5,12,2,TA,2,250000
527356060,11475,Inside,NWAmes,1Fam,1975,Y,1552,2,1,3,6,1,TA,2,179900
527358090,9927,Inside,NWAmes,1Fam,1976,Y,1083,1,0,2,5,1,Fa,2,172000
527365010,9512,Inside,Somerst,1Fam,2005,Y,2318,2,1,3,8,1,Ex,2,294323
527375160,10530,Inside,NWAmes,1Fam,1975,Y,1875,3,0,3,8,1,TA,2,184500
527376090,10140,Inside,NWAmes,1Fam,1975,Y,1074,1,1,3,6,0,,2,153500
527376110,10140,Inside,NWAmes,1Fam,1976,Y,1664,2,1,4,8,1,TA,2,162900
527377030,10140,Inside,NWAmes,1Fam,1974,Y,1309,1,1,3,5,1,Fa,2,181000
527378010,10000,Inside,NWAmes,1Fam,1974,Y,1103,2,0,3,6,0,,2,155000
527402210,15870,Corner,NAmes,1Fam,1969,Y,1096,1,0,3,6,0,,1,138800
527402380,9353,Inside,NAmes,1Fam,1970,Y,864,1,0,3,5,0,,1,116050
527403120,8125,Corner,NAmes,1Fam,1971,Y,858,1,0,3,5,0,,0,88000
527404180,7200,Inside,NAmes,1Fam,1971,Y,874,1,0,3,5,0,,2,97500
527427210,8773,FR2,NAmes,TwnhsE,2002,Y,1419,2,0,2,4,0,,2,190000
527450010,2760,Inside,BrDale,TwnhsE,1973,Y,1092,1,1,3,6,0,,2,105500
527450080,2160,Inside,BrDale,TwnhsE,1973,Y,1365,1,1,3,7,1,Fa,2,125500
527450210,1953,Inside,BrDale,Twnhs,1973,Y,987,1,1,2,5,0,,1,83000
527450460,1890,Inside,BrDale,Twnhs,1972,Y,1030,1,1,3,6,0,,1,116000
527451200,1680,Inside,BrDale,Twnhs,1971,Y,1218,1,1,3,7,0,,0,91500
527451380,1680,Inside,BrDale,Twnhs,1972,Y,1218,1,1,3,7,0,,1,118000
527451450,1680,Inside,BrDale,Twnhs,1972,Y,948,1,1,2,5,0,,1,89000
527451460,1680,Inside,BrDale,Twnhs,1972,Y,1092,1,1,3,6,0,,1,108000
527451520,1680,Inside,BrDale,Twnhs,1972,Y,987,1,1,2,5,1,Po,1,94500
527452070,4043,Inside,NPkVill,TwnhsE,1975,Y,1069,2,0,2,4,1,Po,2,146300
527452290,7514,Inside,NAmes,1Fam,1967,Y,1387,1,0,3,6,1,TA,1,145000
527452310,7838,Inside,NAmes,1Fam,1967,Y,900,1,0,3,6,1,Po,1,123000
527453070,2280,FR2,NPkVill,Twnhs,1976,Y,1055,2,0,2,4,0,,1,137500
527455100,2179,Inside,NPkVill,Twnhs,1976,Y,1456,2,1,3,6,1,TA,2,144000
528102010,16737,FR3,NridgHt,1Fam,2004,Y,1980,2,0,3,8,1,Gd,3,315000
528102080,16387,Inside,NridgHt,1Fam,2006,Y,2589,2,1,4,11,1,Gd,3,412083
528106010,16259,Corner,NridgHt,1Fam,2006,Y,2596,3,1,4,9,0,,3,342643
528106120,16163,Corner,NridgHt,1Fam,2004,Y,1618,2,0,2,6,1,Gd,3,252000
528110050,13891,Inside,NridgHt,1Fam,2006,Y,2076,2,1,2,7,1,Gd,3,465000
528112010,12228,Corner,NridgHt,1Fam,2006,Y,1740,2,0,4,8,0,,3,293000
528114010,14780,Corner,NridgHt,1Fam,2005,Y,1868,2,0,2,7,1,Gd,3,415000
528116030,16033,FR2,NridgHt,1Fam,2004,Y,1850,2,0,3,8,1,Gd,3,326000
528118010,14215,Corner,NridgHt,1Fam,2005,Y,2376,3,1,4,9,1,Gd,3,325300
528118020,13418,Inside,NridgHt,1Fam,2004,Y,2452,3,1,4,9,1,Gd,3,309000
528118110,13975,Corner,NridgHt,1Fam,2005,Y,2206,2,1,4,10,1,Gd,3,300000
528120110,10240,Inside,NridgHt,1Fam,2005,Y,2098,2,1,3,8,1,Gd,3,275500
528120140,9942,Inside,NridgHt,1Fam,2005,Y,2091,2,1,3,8,1,Gd,2,338500
528138030,11924,Inside,NridgHt,1Fam,2005,Y,2324,3,0,4,11,2,Gd,3,345000
528142010,12867,Corner,NridgHt,1Fam,2005,Y,2253,2,1,3,8,1,Gd,2,344133
528142060,10672,Inside,NridgHt,1Fam,2006,Y,2389,2,1,4,10,1,Gd,3,298236
528142070,11643,Inside,NridgHt,1Fam,2005,Y,2358,2,1,4,10,1,Gd,3,329900
528142110,12378,Inside,NridgHt,1Fam,2003,Y,1944,2,0,3,8,3,Ex,3,360000
528144030,11065,Inside,NridgHt,1Fam,2006,Y,1970,2,1,3,8,1,Gd,3,281000
528150080,13758,Inside,NridgHt,1Fam,2005,Y,1792,2,0,2,6,1,Gd,3,372397
528150090,14828,Corner,NridgHt,1Fam,2004,Y,1780,2,0,2,7,1,Gd,3,378000
528164040,11846,Inside,NridgHt,1Fam,2003,Y,1792,2,0,2,6,1,Gd,3,374000
528170040,20431,Inside,NridgHt,1Fam,2005,Y,2728,2,1,4,10,2,Ex,3,437154
528172020,10927,Inside,NridgHt,1Fam,2005,Y,1904,2,1,3,8,1,Gd,2,275000
528172150,13215,Corner,NridgHt,1Fam,2004,Y,1914,2,1,3,9,1,TA,3,279000
528174080,7052,Inside,NridgHt,TwnhsE,2005,Y,1364,2,0,2,6,1,Gd,2,185850
528180080,5911,Inside,NridgHt,TwnhsE,2005,Y,1565,2,0,2,6,1,Gd,2,282500
528181030,6955,Inside,NridgHt,TwnhsE,2005,Y,1368,2,0,2,6,1,Gd,2,202500
528181040,6792,Inside,NridgHt,TwnhsE,2005,Y,1368,2,0,2,6,1,Gd,2,202665
528186100,7740,Inside,NridgHt,TwnhsE,2006,Y,1686,2,0,1,6,1,Gd,3,332200
528186110,6373,Inside,NridgHt,TwnhsE,2006,Y,1666,2,0,2,6,1,Gd,2,310090
528188040,3136,Corner,NridgHt,TwnhsE,2003,Y,1405,2,0,2,6,1,Gd,2,171750
528218030,10237,Inside,Gilbert,1Fam,2005,Y,1316,2,0,3,6,1,Gd,2,169990
528218060,10237,Inside,Gilbert,1Fam,2005,Y,1456,2,1,3,8,1,Gd,2,170440
528218080,10237,Inside,Gilbert,1Fam,2006,Y,1492,2,1,3,8,0,,2,169985
528218130,17104,Inside,Gilbert,1Fam,2006,Y,1496,2,1,3,7,1,Gd,2,179665
528218140,14054,Inside,Gilbert,1Fam,2006,Y,1863,2,1,4,9,1,Gd,3,219210
528221010,11660,Inside,Gilbert,1Fam,2006,Y,1326,2,0,3,6,0,,2,174190
528221100,15578,Corner,Gilbert,1Fam,2006,Y,1456,2,1,3,8,0,,2,172785
528222010,11631,Corner,Gilbert,1Fam,2004,Y,2373,2,1,4,9,1,Gd,3,258000
528222020,9073,Inside,Gilbert,1Fam,2006,Y,1492,2,1,3,8,0,,2,185101
528228280,3087,Inside,Blmngtn,TwnhsE,2006,Y,1364,2,0,2,6,1,Gd,2,210250
528228325,3196,Inside,Blmngtn,TwnhsE,2003,Y,1557,2,0,2,7,1,TA,2,234000
528228340,3196,Inside,Blmngtn,TwnhsE,2003,Y,1456,2,0,2,7,1,TA,2,215000
528228360,2938,Inside,Blmngtn,TwnhsE,2002,Y,1511,2,0,2,5,1,TA,2,246990
528228415,3072,Inside,Blmngtn,TwnhsE,2004,Y,1414,2,0,2,6,1,TA,2,178740
528228430,3072,Inside,Blmngtn,TwnhsE,2004,Y,1548,2,0,2,7,1,TA,2,225000
528228545,3010,Inside,Blmngtn,TwnhsE,2005,Y,1248,2,0,2,5,0,,2,167240
528228550,3010,Inside,Blmngtn,TwnhsE,2005,Y,1142,2,0,2,6,0,,2,156820
528228565,3013,Inside,Blmngtn,TwnhsE,2005,Y,1506,2,0,2,6,1,Gd,2,213490
528228575,3982,Inside,Blmngtn,TwnhsE,2006,Y,1567,2,0,1,7,1,Gd,3,264561
528228580,4045,Inside,Blmngtn,TwnhsE,2006,Y,1500,2,0,2,6,1,Gd,3,246578
528231050,21930,Inside,Gilbert,1Fam,2005,Y,1838,2,1,4,7,1,Gd,2,192140
528235050,7861,Inside,Gilbert,1Fam,2002,Y,1509,2,1,3,7,1,Gd,2,183200
528235130,9056,Inside,Gilbert,1Fam,2004,Y,1414,2,1,3,6,1,Gd,2,178000
528235190,9171,Inside,Gilbert,1Fam,2004,Y,1598,2,1,3,7,1,Gd,2,201490
528240080,11194,Corner,Gilbert,1Fam,2000,Y,1936,2,1,3,7,1,TA,2,230500
528250060,7875,Inside,Gilbert,1Fam,2003,Y,1509,2,1,3,8,1,Gd,2,180000
528275060,8121,Inside,Gilbert,1Fam,2000,Y,1664,2,1,3,7,1,TA,2,172400
528275080,8658,Inside,Gilbert,1Fam,2000,Y,1889,2,1,3,9,1,TA,2,215000
528280100,11214,Corner,Gilbert,1Fam,1998,Y,1886,2,1,4,10,1,TA,2,199900
528290140,10852,Inside,Gilbert,1Fam,2000,Y,1671,2,1,3,7,1,TA,2,173000
528292080,12104,FR3,Gilbert,1Fam,2006,Y,2322,3,1,4,8,0,,3,287602
528294070,8738,Inside,Gilbert,1Fam,1999,Y,2291,2,1,4,8,1,TA,2,230000
528315030,9452,Inside,NoRidge,1Fam,1997,Y,2392,2,1,3,7,1,TA,3,348000
528315070,9660,Inside,NoRidge,1Fam,1998,Y,1976,2,1,3,7,1,Ex,3,286000
528315080,9545,Corner,NoRidge,1Fam,2000,Y,2234,2,1,3,7,1,TA,3,300000
528320060,35760,CulDSac,NoRidge,1Fam,1995,Y,3627,3,1,4,10,1,TA,3,625000
528327010,9233,Inside,NoRidge,1Fam,2000,Y,2855,2,1,4,9,1,TA,3,405000
528344060,12011,CulDSac,NoRidge,1Fam,1998,Y,1924,2,1,3,7,1,TA,2,280000
528348010,12090,Corner,NoRidge,1Fam,1998,Y,2263,2,1,4,10,1,TA,2,258000
528358030,10019,Inside,NoRidge,1Fam,1995,Y,2726,2,1,4,9,1,Ex,3,350000
528360050,17242,Inside,NoRidge,1Fam,1993,Y,3500,3,1,4,11,1,TA,3,584500
528363070,10236,Inside,NoRidge,1Fam,1994,Y,2494,2,1,4,9,1,TA,3,321000
528365090,10120,Inside,NoRidge,1Fam,1994,Y,2526,2,1,4,8,1,TA,3,290000
528366040,12585,Inside,NoRidge,1Fam,1993,Y,2799,2,1,3,8,1,TA,3,315000
528429060,12447,Inside,Somerst,1Fam,2005,Y,1964,2,1,3,8,1,Gd,2,252000
528429100,15218,CulDSac,Somerst,1Fam,2006,Y,1670,2,1,2,6,1,Gd,3,336820
528429120,20896,CulDSac,Somerst,1Fam,2005,Y,2097,1,1,1,8,1,Ex,3,423000
528429130,10182,CulDSac,Somerst,1Fam,2006,Y,1660,2,0,3,8,1,Gd,2,290000
528439030,8688,Inside,Somerst,1Fam,2005,Y,1616,2,0,3,7,0,,3,232000
528445010,10936,Corner,Somerst,1Fam,2006,Y,1504,2,0,3,7,0,,2,199000
528456200,8640,Inside,Somerst,1Fam,2006,Y,1278,2,0,2,5,0,,2,198600
528477010,13162,Corner,Somerst,1Fam,2006,Y,2640,3,1,3,11,1,Gd,3,405749
528477030,11216,Inside,Somerst,1Fam,2006,Y,1489,2,0,3,7,1,Gd,2,232600
528480070,10728,Inside,Somerst,1Fam,2006,Y,1939,2,1,3,8,1,Gd,3,266000
528480100,8125,Inside,Somerst,1Fam,2005,Y,1553,2,1,3,6,0,,2,186500
528480110,8125,Inside,Somerst,1Fam,2005,Y,1716,2,1,3,7,0,,2,200825
528480150,8125,Inside,Somerst,1Fam,2006,Y,1576,2,1,3,6,0,,2,197000
528488110,7200,Inside,Somerst,1Fam,2006,Y,1262,2,0,2,5,0,,2,185000
528488120,7500,Inside,Somerst,1Fam,2005,Y,1266,2,0,3,6,1,TA,2,176000
528488130,7200,Inside,Somerst,1Fam,2006,Y,1301,2,0,2,5,1,Gd,2,187750
531363080,7733,Inside,SawyerW,1Fam,2005,Y,1142,1,1,3,5,0,,0,139500
531367010,11024,Corner,SawyerW,1Fam,2005,Y,1400,2,0,3,6,0,,2,186800
531375060,13072,Inside,SawyerW,1Fam,2005,Y,1131,1,1,3,6,0,,0,132000
531375070,13072,Inside,SawyerW,1Fam,2005,Y,1141,1,1,3,6,0,,2,142500
531375100,13072,Inside,SawyerW,1Fam,2004,Y,1158,1,1,3,5,0,,2,158000
531376030,7800,Inside,SawyerW,1Fam,2005,Y,1686,2,1,3,8,0,,2,184000
531376050,7632,Inside,SawyerW,1Fam,2005,Y,1585,2,1,3,7,0,,2,184900
531379030,8304,Inside,SawyerW,1Fam,1997,Y,1837,2,1,3,7,0,,2,187000
531450040,7153,Inside,SawyerW,1Fam,1992,Y,1603,2,1,3,7,0,,2,175900
531451290,9370,Inside,SawyerW,1Fam,1992,Y,1731,2,1,3,7,0,,2,248500
531452080,7175,Inside,SawyerW,TwnhsE,1990,Y,1398,2,0,2,5,0,,2,172000
531452100,7175,Inside,SawyerW,TwnhsE,1991,Y,1217,2,0,2,5,0,,2,151000
531452210,9019,Inside,SawyerW,1Fam,1994,Y,1320,2,1,3,6,0,,2,150000
531478010,8900,Inside,SawyerW,1Fam,1966,Y,1056,1,0,2,5,0,,1,107000
531479030,7800,Corner,SawyerW,1Fam,1965,Y,965,1,0,3,6,0,,1,119900
532351060,9100,Inside,Sawyer,1Fam,1962,Y,988,1,0,3,6,0,,2,129500
532351090,9100,Inside,Sawyer,Duplex,1963,Y,1728,2,0,6,10,0,,2,125000
532351150,8927,Inside,Sawyer,Duplex,1977,Y,1654,2,0,4,10,0,,2,119500
532353030,9240,Inside,Sawyer,1Fam,1962,Y,1211,1,0,2,6,1,TA,2,144000
532353180,8471,Corner,Sawyer,1Fam,1977,Y,1212,1,0,3,6,1,TA,2,151000
532376080,9308,CulDSac,Sawyer,1Fam,1965,Y,984,1,0,3,5,0,,1,126000
532376180,8450,Inside,Sawyer,1Fam,1968,Y,909,1,0,3,5,0,,1,116000
532376250,8638,Inside,Sawyer,1Fam,1963,Y,925,1,0,2,5,0,,2,133500
532378050,13052,CulDSac,Sawyer,1Fam,1965,Y,1024,1,1,3,5,0,,1,120875
532378070,13526,CulDSac,Sawyer,1Fam,1965,Y,935,1,0,3,5,0,,1,137000
532378130,8020,Inside,Sawyer,1Fam,1964,N,912,1,0,3,6,0,,0,124000
532378160,6993,Inside,Sawyer,1Fam,1961,Y,1236,1,0,3,6,1,TA,1,135000
532378220,8789,Inside,Sawyer,1Fam,1967,Y,941,1,0,3,6,1,Po,1,129200
532476050,14330,Corner,Veenker,1Fam,1974,Y,2646,2,0,3,9,4,TA,2,260000
533110130,16059,Corner,NoRidge,1Fam,1991,Y,2417,2,1,4,9,1,TA,2,260000
533125120,11025,Inside,NoRidge,1Fam,1992,Y,2826,2,1,3,9,3,TA,3,334000
533127080,14541,Corner,NoRidge,1Fam,1993,Y,2520,2,1,5,10,1,TA,3,310000
533128030,13346,CulDSac,NoRidge,1Fam,1992,Y,2295,2,1,4,9,1,TA,2,268000
533128090,12461,Corner,NoRidge,1Fam,1994,Y,1624,2,0,2,5,1,Fa,3,262000
533206040,3628,Inside,Somerst,TwnhsE,2004,Y,1143,1,1,1,5,1,Gd,2,176400
533208050,3316,Inside,Somerst,TwnhsE,2005,Y,1247,1,1,1,4,1,Gd,2,197000
533212100,3180,Inside,Somerst,TwnhsE,2005,Y,1200,2,1,2,4,0,,2,151000
533212110,2544,Inside,Somerst,Twnhs,2005,Y,1223,2,1,2,4,0,,2,147400
533212120,2544,Inside,Somerst,Twnhs,2005,Y,1223,2,1,2,4,0,,2,149900
533212130,3180,Inside,Somerst,TwnhsE,2005,Y,1200,2,1,2,4,0,,2,144152
533221080,2998,Inside,Somerst,TwnhsE,2000,Y,1524,2,1,2,4,0,,2,166000
533223010,3735,FR3,Somerst,TwnhsE,1999,Y,1452,2,1,3,6,0,,2,183900
533223080,2651,FR2,Somerst,Twnhs,2000,Y,1382,2,1,3,6,0,,2,165000
533223110,4447,FR2,Somerst,TwnhsE,2003,Y,1080,2,1,2,4,0,,2,139000
533241010,8314,Corner,Somerst,1Fam,1997,Y,1694,2,1,3,6,1,TA,1,200000
533242030,7180,Inside,Somerst,1Fam,2001,Y,1568,2,0,3,6,1,TA,2,221000
533250130,9549,CulDSac,Veenker,TwnhsE,1995,Y,1494,1,1,2,6,1,Gd,2,270000
533252020,11250,Inside,Veenker,1Fam,1977,Y,1208,1,1,3,6,1,TA,2,165000
533253030,3760,CulDSac,Greens,Twnhs,1980,Y,1235,1,0,1,4,3,TA,2,214000
533253050,3640,CulDSac,Greens,Twnhs,1980,Y,1036,1,0,1,4,1,TA,2,188000
533253090,3874,Inside,Greens,TwnhsE,1980,Y,1226,1,0,1,4,1,Fa,2,190000
533253160,3876,Inside,Greens,Twnhs,1978,Y,1226,1,0,1,4,1,TA,2,170000
